,intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,id
391,Lepidoptera.B - Lepidoptera.A,0.224822009,-0.341107821,0.773726194,0.95,mode,hdi,Lepidoptera.B,Lepidoptera.A,n.s.
392,Lepidoptera.C - Lepidoptera.A,0.128535654,-0.258604169,0.46348933,0.95,mode,hdi,Lepidoptera.C,Lepidoptera.A,n.s.
393,Lepidoptera.D - Lepidoptera.A,0.284933586,-0.143939458,0.768474076,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.A,n.s.
394,Lepidoptera.E - Lepidoptera.A,0.044924184,-0.443124062,0.552768789,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.A,n.s.
395,Syrphidae.A - Lepidoptera.A,0.049961091,-0.049025034,0.147027032,0.95,mode,hdi,Syrphidae.A,Lepidoptera.A,n.s.
396,Syrphidae.B - Lepidoptera.A,0.301659314,-0.249878669,0.876852658,0.95,mode,hdi,Syrphidae.B,Lepidoptera.A,n.s.
397,Syrphidae.C - Lepidoptera.A,0.321513007,-0.074800502,0.641548458,0.95,mode,hdi,Syrphidae.C,Lepidoptera.A,n.s.
398,Syrphidae.D - Lepidoptera.A,0.612161172,0.129518798,1.026097099,0.95,mode,hdi,Syrphidae.D,Lepidoptera.A,sig***
399,Syrphidae.E - Lepidoptera.A,0.515662604,0.013264403,1.086060309,0.95,mode,hdi,Syrphidae.E,Lepidoptera.A,sig***
400,Lepidoptera.C - Lepidoptera.B,-0.082194424,-0.61867329,0.361155205,0.95,mode,hdi,Lepidoptera.C,Lepidoptera.B,n.s.
401,Lepidoptera.D - Lepidoptera.B,0.047363975,-0.518612484,0.630126808,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.B,n.s.
402,Lepidoptera.E - Lepidoptera.B,-0.187288136,-0.770339777,0.355927304,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.B,n.s.
403,Syrphidae.A - Lepidoptera.B,-0.215535432,-0.761230963,0.356781453,0.95,mode,hdi,Syrphidae.A,Lepidoptera.B,n.s.
404,Syrphidae.B - Lepidoptera.B,0.083678859,-0.105787436,0.27176935,0.95,mode,hdi,Syrphidae.B,Lepidoptera.B,n.s.
405,Syrphidae.C - Lepidoptera.B,0.073022624,-0.449383071,0.520086155,0.95,mode,hdi,Syrphidae.C,Lepidoptera.B,n.s.
406,Syrphidae.D - Lepidoptera.B,0.293426671,-0.209178541,0.938185393,0.95,mode,hdi,Syrphidae.D,Lepidoptera.B,n.s.
407,Syrphidae.E - Lepidoptera.B,0.314160163,-0.261355312,0.892874251,0.95,mode,hdi,Syrphidae.E,Lepidoptera.B,n.s.
408,Lepidoptera.D - Lepidoptera.C,0.16044547,-0.177020857,0.555614482,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.C,n.s.
409,Lepidoptera.E - Lepidoptera.C,-0.075178275,-0.522907337,0.332331272,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.C,n.s.
410,Syrphidae.A - Lepidoptera.C,-0.061462813,-0.423136899,0.289419052,0.95,mode,hdi,Syrphidae.A,Lepidoptera.C,n.s.
411,Syrphidae.B - Lepidoptera.C,0.175911145,-0.292122866,0.695459797,0.95,mode,hdi,Syrphidae.B,Lepidoptera.C,n.s.
413,Syrphidae.D - Lepidoptera.C,0.447725378,0.113636201,0.830235136,0.95,mode,hdi,Syrphidae.D,Lepidoptera.C,sig***
414,Syrphidae.E - Lepidoptera.C,0.36701671,-0.013636385,0.898924975,0.95,mode,hdi,Syrphidae.E,Lepidoptera.C,n.s.
415,Lepidoptera.E - Lepidoptera.D,-0.250568635,-0.797506147,0.266371122,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.D,n.s.
416,Syrphidae.A - Lepidoptera.D,-0.31051864,-0.718644321,0.195538148,0.95,mode,hdi,Syrphidae.A,Lepidoptera.D,n.s.
417,Syrphidae.B - Lepidoptera.D,0.008716015,-0.58163974,0.560997376,0.95,mode,hdi,Syrphidae.B,Lepidoptera.D,n.s.
418,Syrphidae.C - Lepidoptera.D,-0.017047176,-0.407760051,0.321350561,0.95,mode,hdi,Syrphidae.C,Lepidoptera.D,n.s.
420,Syrphidae.E - Lepidoptera.D,0.228029814,-0.340768937,0.765496782,0.95,mode,hdi,Syrphidae.E,Lepidoptera.D,n.s.
421,Syrphidae.A - Lepidoptera.E,0.017360399,-0.458726953,0.547985698,0.95,mode,hdi,Syrphidae.A,Lepidoptera.E,n.s.
422,Syrphidae.B - Lepidoptera.E,0.293123495,-0.316996638,0.83082443,0.95,mode,hdi,Syrphidae.B,Lepidoptera.E,n.s.
423,Syrphidae.C - Lepidoptera.E,0.259497815,-0.197731101,0.665223906,0.95,mode,hdi,Syrphidae.C,Lepidoptera.E,n.s.
424,Syrphidae.D - Lepidoptera.E,0.566916105,0.009762716,1.070706403,0.95,mode,hdi,Syrphidae.D,Lepidoptera.E,sig***
426,Syrphidae.B - Syrphidae.A,0.258370829,-0.291902075,0.836076171,0.95,mode,hdi,Syrphidae.B,Syrphidae.A,n.s.
427,Syrphidae.C - Syrphidae.A,0.218094035,-0.132895943,0.575754908,0.95,mode,hdi,Syrphidae.C,Syrphidae.A,n.s.
428,Syrphidae.D - Syrphidae.A,0.542303535,0.094112306,1.005150177,0.95,mode,hdi,Syrphidae.D,Syrphidae.A,sig***
429,Syrphidae.E - Syrphidae.A,0.470737332,-0.05202701,1.013206593,0.95,mode,hdi,Syrphidae.E,Syrphidae.A,n.s.
430,Syrphidae.C - Syrphidae.B,-0.021180389,-0.520948801,0.470252552,0.95,mode,hdi,Syrphidae.C,Syrphidae.B,n.s.
431,Syrphidae.D - Syrphidae.B,0.208459002,-0.279055192,0.864075046,0.95,mode,hdi,Syrphidae.D,Syrphidae.B,n.s.
432,Syrphidae.E - Syrphidae.B,0.265246411,-0.382177783,0.802712708,0.95,mode,hdi,Syrphidae.E,Syrphidae.B,n.s.
433,Syrphidae.D - Syrphidae.C,0.293997175,-0.056331016,0.668680632,0.95,mode,hdi,Syrphidae.D,Syrphidae.C,n.s.
434,Syrphidae.E - Syrphidae.C,0.302694026,-0.196707733,0.716483766,0.95,mode,hdi,Syrphidae.E,Syrphidae.C,n.s.
435,Syrphidae.E - Syrphidae.D,-0.050554487,-0.581961536,0.513032218,0.95,mode,hdi,Syrphidae.E,Syrphidae.D,n.s.
