IGenus,Family,Order
Hilarella,Sarcophagidae,Diptera
Hybopygia,Sarcophagidae,Diptera
Metopia,Sarcophagidae,Diptera
Metoposarcophaga,Sarcophagidae,Diptera
Microcerella,Sarcophagidae,Diptera
Miltogramma,Sarcophagidae,Diptera
Miltogramminae,Sarcophagidae,Diptera
Nyctia,Sarcophagidae,Diptera
Opsidia,Sarcophagidae,Diptera
Oxysarcodexia,Sarcophagidae,Diptera
Oxyssarcodexia,Sarcophagidae,Diptera
Paramacronychia,Sarcophagidae,Diptera
Paraphrissopoda,Sarcophagidae,Diptera
Parasarcophaga,Sarcophagidae,Diptera
Ravinia,Sarcophagidae,Diptera
Sarcodexia,Sarcophagidae,Diptera
Sarcophaga,Sarcophagidae,Diptera
Sarcophagidae,Sarcophagidae,Diptera
Sarcophagula,Sarcophagidae,Diptera
Sarcophagus,Sarcophagidae,Diptera
Tricharaea,Sarcophagidae,Diptera
Dexosarcophaga,Sarcophagidae,Diptera
Harima,Saturniidae,Lepidoptera
Anomala,Scarabaeidae,Coleoptera
Atrichelaphinis,Scarabaeidae,Coleoptera
Blitopertha,Scarabaeidae,Coleoptera
Cetonia,Scarabaeidae,Coleoptera
Chasmatopterus,Scarabaeidae,Coleoptera
Cyclocephala,Scarabaeidae,Coleoptera
Cyrtothyrea,Scarabaeidae,Coleoptera
Ectinohoplia,Scarabaeidae,Coleoptera
Epicometis,Scarabaeidae,Coleoptera
Eucetonia,Scarabaeidae,Coleoptera
Euphoria,Scarabaeidae,Coleoptera
Gnorimus,Scarabaeidae,Coleoptera
Heterocnemis,Scarabaeidae,Coleoptera
Hoplia,Scarabaeidae,Coleoptera
Hymenoplia,Scarabaeidae,Coleoptera
Macrodactlyus,Scarabaeidae,Coleoptera
Mimela,Scarabaeidae,Coleoptera
Nipponovalgus,Scarabaeidae,Coleoptera
Onthophagus,Scarabaeidae,Coleoptera
Oxycetonia,Scarabaeidae,Coleoptera
Oxythyrea,Scarabaeidae,Coleoptera
Papilla,Scarabaeidae,Coleoptera
Paraserica,Scarabaeidae,Coleoptera
Paratrichius,Scarabaeidae,Coleoptera
Phyllopertha,Scarabaeidae,Coleoptera
Popilitia,Scarabaeidae,Coleoptera
Popillia,Scarabaeidae,Coleoptera
Potosia,Scarabaeidae,Coleoptera
Protaetia,Scarabaeidae,Coleoptera
Pyronola,Scarabaeidae,Coleoptera
Scarabaeidae,Scarabaeidae,Coleoptera
Sericania,Scarabaeidae,Coleoptera
Trichius,Scarabaeidae,Coleoptera
Tropinota,Scarabaeidae,Coleoptera
Valgus,Scarabaeidae,Coleoptera
Hoplopyga,Scarabaeidae,Coleoptera
Cordylura,Scathophagidae,Diptera
Delina,Scathophagidae,Diptera
Gimnomera,Scathophagidae,Diptera
Gonarcticus,Scathophagidae,Diptera
Scathophaga,Scathophagidae,Diptera
scathophagidae,Scathophagidae,Diptera
Scathophagidae,Scathophagidae,Diptera
Scatophaga,Scathophagidae,Diptera
Scatopse,Scatopsidae,Diptera
Scatopsidae,Scatopsidae,Diptera
Scelionidae,Scelionidae,Hymenoptera
Teleas,Scelionidae,Hymenoptera
Scenopinus,Scenopinidae,Diptera
Bradysia,Sciaridae,Diptera
Corynoptera,Sciaridae,Diptera
Eugnoriste,Sciaridae,Diptera
Lycoriella,Sciaridae,Diptera
Scatopsciara,Sciaridae,Diptera
Sciara,Sciaridae,Diptera
Sciari,Sciaridae,Diptera
Sciaridae,Sciaridae,Diptera
Trichosia,Sciaridae,Diptera
Mabuya,Scincidae,Squamata
Euthycera,Sciomyzidae,Diptera
Limnia,Sciomyzidae,Diptera
Pherbellia,Sciomyzidae,Diptera
Sciomyza,Sciomyzidae,Diptera
Tetanocera,Sciomyzidae,Diptera
Trypetoptera,Sciomyzidae,Diptera
Sciomyzidae,Sciomyzidae,Diptera
Cyphon,Scirtidae,Coleoptera
Scirtes,Scirtidae,Coleoptera
Scirtidae,Scirtidae,Coleoptera
Campsomeriella,Scoliidae,Hymenoptera
Campsomeris,Scoliidae,Hymenoptera
Carinosolia,Scoliidae,Hymenoptera
Dielis,Scoliidae,Hymenoptera
Megacampsomeris,Scoliidae,Hymenoptera
Scolia,Scoliidae,Hymenoptera
Scolidae,Scoliidae,Hymenoptera
Trielis,Scoliidae,Hymenoptera
Scolytidae,Scolytidae,Coleoptera
Anaspis,Scraptiidae,Coleoptera
Naucles,Scraptiidae,Coleoptera
Pentaria,Scraptiidae,Coleoptera
Odontotarsus,Scutelleridae,Hemiptera
Scutelleridae,Scutelleridae,Hemiptera
Nothus,Sematuridae,Lepidoptera
Nemopoda,Sepsidae,Diptera
Saltella,Sepsidae,Diptera
Sepsidae,Sepsidae,Diptera
Sepsis,Sepsidae,Diptera
Themira,Sepsidae,Diptera
Carmenta,Sesiidae,Lepidoptera
Montezumia,Sesiidae,Lepidoptera
Synanthedon,Sesiidae,Lepidoptera
Nipponosialis,Sialidae,Megaloptera
Protosialis,Sialidae,Megaloptera
Sierolomorphidae,Sierolomorphidae,Hymenoptera
Ahasverus,Silvanidae,Coleoptera
Psamoecus,Silvanidae,Coleoptera
Simulium,Simuliidae,Diptera
Borborus,Sphaeroceridae,Diptera
Copromyza,Sphaeroceridae,Diptera
Homalomitrinae,Sphaeroceridae,Diptera
Leptocera,Sphaeroceridae,Diptera
Sphaerocera,Sphaeroceridae,Diptera
Ammophila,Sphecidae,Hymenoptera
Bycertis,Sphecidae,Hymenoptera
Cerciris,Sphecidae,Hymenoptera
Chalybion,Sphecidae,Hymenoptera
Chlorion,Sphecidae,Hymenoptera
Ectemius,Sphecidae,Hymenoptera
Ectemnuis,Sphecidae,Hymenoptera
Ectemunis,Sphecidae,Hymenoptera
Hoplisus,Sphecidae,Hymenoptera
Isodontia,Sphecidae,Hymenoptera
Palmodes,Sphecidae,Hymenoptera
Podalonia,Sphecidae,Hymenoptera
Priononyx,Sphecidae,Hymenoptera
Prionyx,Sphecidae,Hymenoptera
Pryonix,Sphecidae,Hymenoptera
Sceliphron,Sphecidae,Hymenoptera
Sphecidae,Sphecidae,Hymenoptera
Sphecoid,Sphecidae,Hymenoptera
Sphex,Sphecidae,Hymenoptera
sphex,Sphecidae,Hymenoptera
Rubrica,Sphecidae,Hymenoptera
remnophilla,Sphecidae,Hymenoptera
Agrius,Sphingidae,Lepidoptera
Ampelophaga,Sphingidae,Lepidoptera
Celerio,Sphingidae,Lepidoptera
Cephonodes,Sphingidae,Lepidoptera
Chaerocampa,Sphingidae,Lepidoptera
Deilephila,Sphingidae,Lepidoptera
Enyo,Sphingidae,Lepidoptera
Erinnyis,Sphingidae,Lepidoptera
Hemaris,Sphingidae,Lepidoptera
Hippotion,Sphingidae,Lepidoptera
Hyles,Sphingidae,Lepidoptera
Hyloicus,Sphingidae,Lepidoptera
Macroglossum,Sphingidae,Lepidoptera
Manduca,Sphingidae,Lepidoptera
Mauoglossum,Sphingidae,Lepidoptera
Philampelus,Sphingidae,Lepidoptera
Protoparce,Sphingidae,Lepidoptera
Sphinx,Sphingidae,Lepidoptera
Anthobium,Staphylinidae,Coleoptera
Arpedium,Staphylinidae,Coleoptera
Carpelimus,Staphylinidae,Coleoptera
Eusphalerum,Staphylinidae,Coleoptera
Megalopaederus,Staphylinidae,Coleoptera
Oxyporus,Staphylinidae,Coleoptera
Priochirus,Staphylinidae,Coleoptera
Sepedophilus,Staphylinidae,Coleoptera
Staphilinidae,Staphylinidae,Coleoptera
Staphylinidae,Staphylinidae,Coleoptera
Tachinus,Staphylinidae,Coleoptera
Stenopsocus,Stenopsocidae,Psocoptera
Alliophleps,Stratiomyidae,Diptera
Allognosta,Stratiomyidae,Diptera
Beris,Stratiomyidae,Diptera
Cephalochrysa,Stratiomyidae,Diptera
Chiagasinus,Stratiomyidae,Diptera
Chloromyia,Stratiomyidae,Diptera
Eulalia,Stratiomyidae,Diptera
Lasiopa,Stratiomyidae,Diptera
Microchrysa,Stratiomyidae,Diptera
Nemotelus,Stratiomyidae,Diptera
Odontomyia,Stratiomyidae,Diptera
Pecticus,Stratiomyidae,Diptera
Sargus,Stratiomyidae,Diptera
Stratiomya,Stratiomyidae,Diptera
Stratiomydae,Stratiomyidae,Diptera
Stratiomyidae,Stratiomyidae,Diptera
Stratiomys,Stratiomyidae,Diptera
Alipumilio,Syrphidae,Diptera
Allobaccha,Syrphidae,Diptera
Allograpta,Syrphidae,Diptera
Arctophila,Syrphidae,Diptera
Asarcuna,Syrphidae,Diptera
Asarkina,Syrphidae,Diptera
Baccha,Syrphidae,Diptera
Betasorrphus,Syrphidae,Diptera
Betasyrphus,Syrphidae,Diptera
Blera,Syrphidae,Diptera
Brachymyia,Syrphidae,Diptera
Brachyopa,Syrphidae,Diptera
Brachypalpus,Syrphidae,Diptera
Carposcalis,Syrphidae,Diptera
cartosyrphus,Syrphidae,Diptera
Cerioides,Syrphidae,Diptera
Chalcomyia,Syrphidae,Diptera
Chalcosyrphus,Syrphidae,Diptera
Chamaesyrphus,Syrphidae,Diptera
Cheilosia,Syrphidae,Diptera
Cheitosia,Syrphidae,Diptera
Cheliosia,Syrphidae,Diptera
Chilosia,Syrphidae,Diptera
Chrysochlamys,Syrphidae,Diptera
Chrysogaster,Syrphidae,Diptera
Chrysogsater,Syrphidae,Diptera
Chrysotoxum,Syrphidae,Diptera
chrysotoxum,Syrphidae,Diptera
Chrystogaster,Syrphidae,Diptera
Copestylum,Syrphidae,Diptera
Criorhina,Syrphidae,Diptera
Dasysyrphus,Syrphidae,Diptera
Didea,Syrphidae,Diptera
Dideaides,Syrphidae,Diptera
Dolichogyna,Syrphidae,Diptera
Eoseristalis,Syrphidae,Diptera
Epistorophe,Syrphidae,Diptera
Epistoropheaino,Syrphidae,Diptera
Epistotophe,Syrphidae,Diptera
Epistrophe,Syrphidae,Diptera
Episyrphus,Syrphidae,Diptera
Eriozona,Syrphidae,Diptera
Eristalinus,Syrphidae,Diptera
Eristalis,Syrphidae,Diptera
eristalis,Syrphidae,Diptera
Eristalix,Syrphidae,Diptera
Eristalodes,Syrphidae,Diptera
Eristalomya,Syrphidae,Diptera
Eristatinus,Syrphidae,Diptera
Eristatis,Syrphidae,Diptera
Eumerus,Syrphidae,Diptera
Eupeodes,Syrphidae,Diptera
eupeodes,Syrphidae,Diptera
Fazia,Syrphidae,Diptera
Ferdinandea,Syrphidae,Diptera
Graptomyza,Syrphidae,Diptera
Habromyia,Syrphidae,Diptera
Hammerschmidtia,Syrphidae,Diptera
Helophilus,Syrphidae,Diptera
Heringia,Syrphidae,Diptera
Hetophilus,Syrphidae,Diptera
Imatisma,Syrphidae,Diptera
Ischiodon,Syrphidae,Diptera
Ischirosyrphus,Syrphidae,Diptera
Ischyrosyrphus,Syrphidae,Diptera
Ischyrosyrphys,Syrphidae,Diptera
Jmatisma,Syrphidae,Diptera
Lathyrophthalmus,Syrphidae,Diptera
Lejogaster,Syrphidae,Diptera
Lepidomyia,Syrphidae,Diptera
Leucozona,Syrphidae,Diptera
Macrometopia,Syrphidae,Diptera
Mallota,Syrphidae,Diptera
Mashumyia,Syrphidae,Diptera
Megaspis,Syrphidae,Diptera
Megasyrphus,Syrphidae,Diptera
Melagyna,Syrphidae,Diptera
Melangyna,Syrphidae,Diptera
Melanostoma,Syrphidae,Diptera
melanostoma,Syrphidae,Diptera
Melanotoma,Syrphidae,Diptera
melanstoma,Syrphidae,Diptera
Meliscaev,Syrphidae,Diptera
Meliscaeva,Syrphidae,Diptera
Mellota,Syrphidae,Diptera
Meluscaeva,Syrphidae,Diptera
Merodon,Syrphidae,Diptera
Mesembrius,Syrphidae,Diptera
Mesogramma,Syrphidae,Diptera
Mesograpta,Syrphidae,Diptera
Metasyrphus,Syrphidae,Diptera
Microdon,Syrphidae,Diptera
Milesia,Syrphidae,Diptera
Myathropa,Syrphidae,Diptera
Myiolepta,Syrphidae,Diptera
Myotropa,Syrphidae,Diptera
Neoascia,Syrphidae,Diptera
Neocnemodon,Syrphidae,Diptera
Ocyptamus,Syrphidae,Diptera
Ornidia,Syrphidae,Diptera
Orthonerva,Syrphidae,Diptera
Orthoneura,Syrphidae,Diptera
Palpada,Syrphidae,Diptera
Paragus,Syrphidae,Diptera
Parasyrphus,Syrphidae,Diptera
Parhelophilus,Syrphidae,Diptera
Penthesiiea,Syrphidae,Diptera
Phalacrodira,Syrphidae,Diptera
Phytomia,Syrphidae,Diptera
Pilinasica,Syrphidae,Diptera
Pipiza,Syrphidae,Diptera
Pipizella,Syrphidae,Diptera
Platycheirus,Syrphidae,Diptera
Platycherius,Syrphidae,Diptera
Pseudodorus,Syrphidae,Diptera
Pseudomerdon,Syrphidae,Diptera
Psilota,Syrphidae,Diptera
Pyrophaena,Syrphidae,Diptera
Rhingia,Syrphidae,Diptera
Rhinotropidia,Syrphidae,Diptera
Scaeva,Syrphidae,Diptera
Sercomyia,Syrphidae,Diptera
Sericomyia,Syrphidae,Diptera
Shaerophoria,Syrphidae,Diptera
Simosyrphus,Syrphidae,Diptera
Spaherophoria,Syrphidae,Diptera
Specomyia,Syrphidae,Diptera
Spegina,Syrphidae,Diptera
Sphaeroforia,Syrphidae,Diptera
Sphaerophia,Syrphidae,Diptera
Sphaerophoeria,Syrphidae,Diptera
Sphaerophoria,Syrphidae,Diptera
sphaerophoria,Syrphidae,Diptera
Sphegina,Syrphidae,Diptera
Spilomyia,Syrphidae,Diptera
Stilbosona,Syrphidae,Diptera
Syritta,Syrphidae,Diptera
Syrphid,Syrphidae,Diptera
Syrphidae,Syrphidae,Diptera
syrphidae,Syrphidae,Diptera
Syrphus,Syrphidae,Diptera
Takaomyia,Syrphidae,Diptera
Temnostoma,Syrphidae,Diptera
Teuchocnemis,Syrphidae,Diptera
Toxomerous,Syrphidae,Diptera
Toxomerus,Syrphidae,Diptera
Tropidia,Syrphidae,Diptera
Videa,Syrphidae,Diptera
Vollucella,Syrphidae,Diptera
Volucella,Syrphidae,Diptera
Xanthandrus,Syrphidae,Diptera
Xanthogramma,Syrphidae,Diptera
Xylota,Syrphidae,Diptera
Aristosyrphus,Syrphidae,Diptera
Quichuana,Syrphidae,Diptera
Pseudodoros,Syrphidae,Diptera
Lathrophthalmus,Syrphidae,Diptera
Narumyia,Syrphidae,Diptera
Atylotus,Tabanidae,Diptera
Chrysops,Tabanidae,Diptera
Dasybaris,Tabanidae,Diptera
Dasybasis,Tabanidae,Diptera
Elaphromyia,Tabanidae,Diptera
Haematopota,Tabanidae,Diptera
Hybomitra,Tabanidae,Diptera
Neavella,Tabanidae,Diptera
Scaptia,Tabanidae,Diptera
Scepsis,Tabanidae,Diptera
Tabanidae,Tabanidae,Diptera
Tabanus,Tabanidae,Diptera
Therioplectes,Tabanidae,Diptera
Allophorocera,Tachinidae,Diptera
Alophera,Tachinidae,Diptera
Alophora,Tachinidae,Diptera
Archytas,Tachinidae,Diptera
Ateloglutus,Tachinidae,Diptera
Athrycia,Tachinidae,Diptera
Avibrissina,Tachinidae,Diptera
Belpharipeza,Tachinidae,Diptera
Belvosia,Tachinidae,Diptera
Billaea,Tachinidae,Diptera
Biomyia,Tachinidae,Diptera
Bithia,Tachinidae,Diptera
Blepharipeza,Tachinidae,Diptera
Blepharipus,Tachinidae,Diptera
Bothrophora,Tachinidae,Diptera
Calcager,Tachinidae,Diptera
Campylia,Tachinidae,Diptera
Carcelia,Tachinidae,Diptera
Celatoria,Tachinidae,Diptera
Ceratomyiella,Tachinidae,Diptera
Chaetodemoticus,Tachinidae,Diptera
Chaetogaedia,Tachinidae,Diptera
Chaetophleps,Tachinidae,Diptera
Chaetophthalamus,Tachinidae,Diptera
Chetogena,Tachinidae,Diptera
Cistogaster,Tachinidae,Diptera
Clairvillia,Tachinidae,Diptera
Clytiomyia,Tachinidae,Diptera
Compsilura,Tachinidae,Diptera
Cuphocera,Tachinidae,Diptera
Cylindromia,Tachinidae,Diptera
Cylindromyia,Tachinidae,Diptera
Cyphocera,Tachinidae,Diptera
Cyrtophleba,Tachinidae,Diptera
Cyzenis,Tachinidae,Diptera
Dejeania,Tachinidae,Diptera
Deopalpus,Tachinidae,Diptera
Dinera,Tachinidae,Diptera
Dionaea,Tachinidae,Diptera
Distichona,Tachinidae,Diptera
Echinomyia,Tachinidae,Diptera
Ectophasia,Tachinidae,Diptera
Ennyomma,Tachinidae,Diptera
Epalpus,Tachinidae,Diptera
Epicampocera,Tachinidae,Diptera
Epigrimyia,Tachinidae,Diptera
Eriothrix,Tachinidae,Diptera
Erythronychia,Tachinidae,Diptera
Estheria,Tachinidae,Diptera
Eucelatoria,Tachinidae,Diptera
Eumea,Tachinidae,Diptera
Eumyotheria,Tachinidae,Diptera
Eurithia,Tachinidae,Diptera
Euryceromyia,Tachinidae,Diptera
Eutachina,Tachinidae,Diptera
Euthera,Tachinidae,Diptera
Evibrissa,Tachinidae,Diptera
Exorista,Tachinidae,Diptera
Fischeria,Tachinidae,Diptera
Frontina,Tachinidae,Diptera
Gastrolepta,Tachinidae,Diptera
Gonia,Tachinidae,Diptera
Gormnosoma,Tachinidae,Diptera
Gracilicera,Tachinidae,Diptera
Gymnochaeta,Tachinidae,Diptera
Gymnosoma,Tachinidae,Diptera
Heteria,Tachinidae,Diptera
Huebneria,Tachinidae,Diptera
Hyalomyodes,Tachinidae,Diptera
Hyalurgus,Tachinidae,Diptera
Hypostena,Tachinidae,Diptera
Hypovoria,Tachinidae,Diptera
Leskia,Tachinidae,Diptera
Linnaemya,Tachinidae,Diptera
Linnaemyia,Tachinidae,Diptera
Linnaenya,Tachinidae,Diptera
Loewia,Tachinidae,Diptera
Lypha,Tachinidae,Diptera
Macquartia,Tachinidae,Diptera
Macquartiini,Tachinidae,Diptera
Mallochomacquartia,Tachinidae,Diptera
Masicera,Tachinidae,Diptera
Masistylum,Tachinidae,Diptera
Medinella,Tachinidae,Diptera
Meigenia,Tachinidae,Diptera
Microphthalma,Tachinidae,Diptera
Morphodexia,Tachinidae,Diptera
Mydeae,Tachinidae,Diptera
Nemorilla,Tachinidae,Diptera
Neofischeria,Tachinidae,Diptera
Neotachina,Tachinidae,Diptera
Nowickia,Tachinidae,Diptera
Occisor,Tachinidae,Diptera
Onychogonia,Tachinidae,Diptera
Pachyophthalmus,Tachinidae,Diptera
Pales,Tachinidae,Diptera
Palexorista,Tachinidae,Diptera
Panzeria,Tachinidae,Diptera
Paradidyma,Tachinidae,Diptera
Peleteria,Tachinidae,Diptera
Peleteriopsis,Tachinidae,Diptera
Peremptor,Tachinidae,Diptera
Peribaea,Tachinidae,Diptera
Periscepsia,Tachinidae,Diptera
Perrissina,Tachinidae,Diptera
Petinarctia,Tachinidae,Diptera
Phaniosoma,Tachinidae,Diptera
Phasia,Tachinidae,Diptera
Phasiini,Tachinidae,Diptera
Phasioclista,Tachinidae,Diptera
Phebellia,Tachinidae,Diptera
Phorinia,Tachinidae,Diptera
Plagiomyia,Tachinidae,Diptera
Polidea,Tachinidae,Diptera
Procissio,Tachinidae,Diptera
Proscissio,Tachinidae,Diptera
Proscission,Tachinidae,Diptera
Prosena,Tachinidae,Diptera
Prosopochaeta,Tachinidae,Diptera
Protohystirica,Tachinidae,Diptera
Protohystricia,Tachinidae,Diptera
Pseudogonia,Tachinidae,Diptera
Ptilodexia,Tachinidae,Diptera
Ramonda,Tachinidae,Diptera
Rondania,Tachinidae,Diptera
Ruiziella,Tachinidae,Diptera
Rutilia,Tachinidae,Diptera
Scotiptera,Tachinidae,Diptera
Senostoma,Tachinidae,Diptera
Senotainia,Tachinidae,Diptera
Servillia,Tachinidae,Diptera
Siphona,Tachinidae,Diptera
Siphoplagia,Tachinidae,Diptera
Sisyropa,Tachinidae,Diptera
Solieria,Tachinidae,Diptera
Spallanzania,Tachinidae,Diptera
Spathipalpus,Tachinidae,Diptera
Sturmia,Tachinidae,Diptera
Synactia,Tachinidae,Diptera
Tachina,Tachinidae,Diptera
Tachinidae,Tachinidae,Diptera
tachinidae,Tachinidae,Diptera
Thelaira,Tachinidae,Diptera
Thelairodrino,Tachinidae,Diptera
Trichopoda,Tachinidae,Diptera
Trixa,Tachinidae,Diptera
Tryphera,Tachinidae,Diptera
Veluta,Tachinidae,Diptera
Viviania,Tachinidae,Diptera
Voriini,Tachinidae,Diptera
Winthemia,Tachinidae,Diptera
Xenorhynchia,Tachinidae,Diptera
Zaira,Tachinidae,Diptera
Zealandotachina,Tachinidae,Diptera
Zophomyia,Tachinidae,Diptera
Chaetocrania,Tachinidae,Diptera
Exoristinae,Tachinidae,Diptera
Goniini,Tachinidae,Diptera
Allecula,Tenebrionidae,Coleoptera
Ammophorus,Tenebrionidae,Coleoptera
Anisostira,Tenebrionidae,Coleoptera
Anthromacra,Tenebrionidae,Coleoptera
Arthromacra,Tenebrionidae,Coleoptera
Borboresthes,Tenebrionidae,Coleoptera
Cteniopinus,Tenebrionidae,Coleoptera
Heliopathes,Tenebrionidae,Coleoptera
Heliotaurus,Tenebrionidae,Coleoptera
Lagria,Tenebrionidae,Coleoptera
Macrolagria,Tenebrionidae,Coleoptera
Perepitragus,Tenebrionidae,Coleoptera
Podonta,Tenebrionidae,Coleoptera
Stomion,Tenebrionidae,Coleoptera
Epitragus,Tenebrionidae,Coleoptera
Aglaostigma,Tenthredinidae,Hymenoptera
Allantus,Tenthredinidae,Hymenoptera
Alphostrombocerus,Tenthredinidae,Hymenoptera
Amauronematus,Tenthredinidae,Hymenoptera
Asiemphytus,Tenthredinidae,Hymenoptera
Athalia,Tenthredinidae,Hymenoptera
Birka,Tenthredinidae,Hymenoptera
Cuneala,Tenthredinidae,Hymenoptera
Dolerus,Tenthredinidae,Hymenoptera
Empria,Tenthredinidae,Hymenoptera
Hemitaxonus,Tenthredinidae,Hymenoptera
Lagidina,Tenthredinidae,Hymenoptera
Loderus,Tenthredinidae,Hymenoptera
Macrophya,Tenthredinidae,Hymenoptera
Nematus,Tenthredinidae,Hymenoptera
Pachyprotasis,Tenthredinidae,Hymenoptera
Perineura,Tenthredinidae,Hymenoptera
Priophorus,Tenthredinidae,Hymenoptera
Pseudosiobla,Tenthredinidae,Hymenoptera
Rhogogaster,Tenthredinidae,Hymenoptera
Siobla,Tenthredinidae,Hymenoptera
Strogylogaster,Tenthredinidae,Hymenoptera
Strongylogaster,Tenthredinidae,Hymenoptera
Taxonus,Tenthredinidae,Hymenoptera
Tehthredo,Tenthredinidae,Hymenoptera
Tenthredella,Tenthredinidae,Hymenoptera
Tenthredinidae,Tenthredinidae,Hymenoptera
Tenthredo,Tenthredinidae,Hymenoptera
Tenthredopsis,Tenthredinidae,Hymenoptera
Corymbas,Tenthredinoidea,Hymenoptera
Ferusa,Tenthredinoidea,Hymenoptera
Strombocerina,Tenthredinoidea,Hymenoptera
Actinoptera,Tephritidae,Diptera
Bactrocera,Tephritidae,Diptera
Campiglossa,Tephritidae,Diptera
Ceratitis,Tephritidae,Diptera
Chaetostomella,Tephritidae,Diptera
Cryptaciura,Tephritidae,Diptera
Dacus,Tephritidae,Diptera
Dioxyna,Tephritidae,Diptera
Ensina,Tephritidae,Diptera
Euaresta,Tephritidae,Diptera
Myopites,Tephritidae,Diptera
Orellia,Tephritidae,Diptera
Paraoxyna,Tephritidae,Diptera
Scedella,Tephritidae,Diptera
Sitarea,Tephritidae,Diptera
Spathulina,Tephritidae,Diptera
Sphaeniscus,Tephritidae,Diptera
Sphenella,Tephritidae,Diptera
tephritidae,Tephritidae,Diptera
Tephritidae,Tephritidae,Diptera
Tephritis,Tephritidae,Diptera
Trirhithrum,Tephritidae,Diptera
Trupanea,Tephritidae,Diptera
Trypeta,Tephritidae,Diptera
Urelliosoma,Tephritidae,Diptera
Urellliosoma,Tephritidae,Diptera
Urophora,Tephritidae,Diptera
Plagiotoma,Tephritidae,Plagiotomida
Bryobia,Tetranychidae,Trombidiformes
Anaulocomera,Tettigonidae,Orthoptera
Tettigonidae,Tettigonidae,Orthoptera
Conocephalus,Tettigoniidae,Orthoptera
Metrioptera,Tettigoniidae,Orthoptera
Tettigoniidae,Tettigoniidae,Orthoptera
Tarentula,Theraphosidae,Araneae
Thomisidae,Thomisidae,Araneae
Thomisus,Thomisidae,Araneae
Xysticus,Thomisidae,Araneae
Camarhynchus,Thraupidae,Passeriformes
Coereba,Thraupidae,Passeriformes
Euneornis,Thraupidae,Passeriformes
Geospiza,Thraupidae,Passeriformes
Loxigilla,Thraupidae,Passeriformes
Phrygilus,Thraupidae,Passeriformes
Frankliniella,Thripidae,Thysanoptera
Thysanoptera,Thripidae,Thysanoptera
Elaphroptera,Thynnidae,Hymenoptera
Thynnidae,Thynnidae,Hymenoptera
Myzinum,Thynnidae,Hymenoptera
Corimelaena,Thyreocoridae,Hemiptera
Thyreocoris,Thyreocoridae,Hemiptera
Tinnidae,Tingidae,Hemiptera
Dermasothes,Tiphiidae,Hymenoptera
Elis,Tiphiidae,Hymenoptera
Meria,Tiphiidae,Hymenoptera
Methoca,Tiphiidae,Hymenoptera
Tiphia,Tiphiidae,Hymenoptera
Limonia,Tipulidae,Diptera
Limoniidae,Tipulidae,Diptera
Tanyptera,Tipulidae,Diptera
Tipula,Tipulidae,Diptera
Gelophaula,Tortricidae,Lepidoptera
Olethreutes,Tortricidae,Lepidoptera
Tortricidae,Tortricidae,Lepidoptera
Torymidae,Torymidae,Hymenoptera
Torymoides,Torymidae,Hymenoptera
Trioza,Triozidae,Hemiptera
Amazilia,Trochilidae,Apodiformes
Cyanophaia,Trochilidae,Apodiformes
Eulampis,Trochilidae,Apodiformes
Mellisuga,Trochilidae,Apodiformes
Orthorhyncus,Trochilidae,Apodiformes
Politmus,Trochilidae,Apodiformes
Sappho,Trochilidae,Apodiformes
Selasphorus,Trochilidae,Apodiformes
selasphorus,Trochilidae,Apodiformes
Sephanoides,Trochilidae,Apodiformes
Trochilus,Trochilidae,Apodiformes
Phaetornis,Trochilidae,Apodiformes
Chlorostilbon,Trochilidae,Apodiformes
Eupetomena,Trochilidae,Apodiformes
Hylocharis,Trochilidae,Apodiformes
Mesepora,Tropiduchidae,Hemiptera
Elaenia,Tyrannidae,Passeriformes
Dorycera,Ulidiidae,Diptera
Euxesta,Ulidiidae,Diptera
Paraeuxesta,Ulidiidae,Diptera
Physiphoa,Ulidiidae,Diptera
Physiphora,Ulidiidae,Diptera
Stictomyia,Ulidiidae,Diptera
Limneria,Velutinidae,Littorinimorpha
Ancistrocerus,Vespidae,Hymenoptera
Anicotrocerus,Vespidae,Hymenoptera
Anterhynchium,Vespidae,Hymenoptera
Brachygastra,Vespidae,Hymenoptera
Brachyodynerus,Vespidae,Hymenoptera
Celonites,Vespidae,Hymenoptera
Chlorodynerus,Vespidae,Hymenoptera
Delta,Vespidae,Hymenoptera
Dolichovespula,Vespidae,Hymenoptera
Eumenes,Vespidae,Hymenoptera
Euodynerus,Vespidae,Hymenoptera
Gayella,Vespidae,Hymenoptera
Hypodinerus,Vespidae,Hymenoptera
Hypodynerus,Vespidae,Hymenoptera
Ilespinae,Vespidae,Hymenoptera
Leionotus,Vespidae,Hymenoptera
Leptochilus,Vespidae,Hymenoptera
Mischocyttarus,Vespidae,Hymenoptera
Monobia,Vespidae,Hymenoptera
Odynerus,Vespidae,Hymenoptera
Oreumenes,Vespidae,Hymenoptera
Pachodunerus,Vespidae,Hymenoptera
Pachodynerus,Vespidae,Hymenoptera
Parancistrocerus,Vespidae,Hymenoptera
Parapolybia,Vespidae,Hymenoptera
Paravespula,Vespidae,Hymenoptera
Parontodynerus,Vespidae,Hymenoptera
Polistes,Vespidae,Hymenoptera
Polybia,Vespidae,Hymenoptera
Protonectarina,Vespidae,Hymenoptera
Protopolybia,Vespidae,Hymenoptera
Pseudomasaris,Vespidae,Hymenoptera
Pterochilus,Vespidae,Hymenoptera
Rhynchium,Vespidae,Hymenoptera
