Network,Date,Time start,Species,plant,Apis.mellifera,Bombus.,Colletidae.Halictidae,Vespula,Syrphidae,Diptera,Diptera,Coleoptera,Lepidoptera,Hymenoptera,Myridae
AitP,30/01/16,900,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,1500,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,1100,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,900,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,1,0
AitP,12/02/16,1500,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1300,MELram,Melicytus ramiflorus,0,0,1,1,0,0,0,0,0,0,0
AitP,13/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,1,0,0,0,0,0,0,0
AitP,20/01/16,900,MELram,Melicytus ramiflorus,0,0,0,1,0,0,0,1,0,0,0
AitP,20/01/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,2,0
AitP,20/01/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,2,0,0,0
AitP,20/01/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,1,0
AitP,26/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,2,0,0,0
AitP,9/02/16,1100,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,1,0,0,1
AitP,12/02/16,1500,MELram,Melicytus ramiflorus,1,0,1,0,0,0,0,1,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1500,MELram,Melicytus ramiflorus,2,0,0,0,0,0,0,1,0,0,0
AitP,14/01/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,3,0
AitP,9/02/16,900,MELram,Melicytus ramiflorus,0,1,0,0,0,0,0,3,0,0,0
AitP,12/02/16,1100,MELram,Melicytus ramiflorus,3,0,0,0,0,1,0,0,0,0,0
AitP,13/02/16,900,MELram,Melicytus ramiflorus,2,0,0,1,0,0,0,1,0,0,0
AitP,13/02/16,1300,MELram,Melicytus ramiflorus,3,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,MELram,Melicytus ramiflorus,4,0,0,1,0,0,0,0,0,0,0
AitP,13/02/16,900,MELram,Melicytus ramiflorus,4,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,4,0,0,1,0,0,0,0,0,0,0
AitP,12/02/16,900,MELram,Melicytus ramiflorus,3,0,0,0,0,0,0,2,1,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,9/02/16,900,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,0,0
AitP,30/01/16,900,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,1,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,0,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,2,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,METexc,Metrosideros excelsa,0,0,2,0,0,0,0,0,0,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,1,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,1,0,0,1,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,1,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,2,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,1,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,0,1,0,1,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,1,0,1,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,0,2,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,0,0,1,1,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,1,0,0,2,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,0,1,1,1,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,0,1,0,2,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,0,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,0,0,1,2,0,0,0,0,0,0,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,0,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,1,0,2,0,0,0,0,0,0,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,0,1,0,2,0,0,0,0,0,0,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,1,1,0,1,0,0,0,0,0,0,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,1,1,0,1,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,0,3,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,2,0,0,1,0,0,0,0,0,0,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,1,1,0,1,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,1,1,0,2,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,1,1,0,2,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,4,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,3,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,1,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,1,2,0,1,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,0,0,0,4,0,0,0,0,0,0,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,1,0,0,0,0,0,0,0,0,3,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,0,0,4,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,1,2,0,1,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,1,0,0,1,0,0,0,2,0,0,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,1,0,1,2,0,0,0,0,0,0,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,4,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,3,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,1,2,0,2,0,0,0,0,0,0,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,0,3,0,2,0,0,0,0,0,0,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,5,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,1,1,0,3,0,0,0,0,0,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,1,1,1,2,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,5,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,3,0,0,2,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,1,0,1,1,0,0,2,0,0,0,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,4,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,3,0,0,2,0,0,0,1,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,5,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,6,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,5,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,4,0,3,0,0,0,0,0,0,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,2,3,0,2,0,0,0,0,0,0,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,7,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,7,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,8,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,3,1,1,3,0,0,0,0,0,0,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,1,4,0,3,0,0,0,0,0,0,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,1,4,0,3,0,0,0,0,0,0,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,0,0,0,8,0,0,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,4,0,0,0,0,0,5,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,7,0,0,0,0,0,2,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,1,6,0,2,0,0,0,0,0,0,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,4,0,0,0,0,0,6,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,3,0,0,0,0,0,7,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,1,0,0,2,0,0,0,0,0,7,0
AitP,7/01/16,1500,METexc,Metrosideros excelsa,2,0,0,8,0,0,0,0,0,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,0,0,0,9,0,1,0,0,0,0,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,10,0
AitP,7/01/16,900,METexc,Metrosideros excelsa,2,1,1,7,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,12,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,0,0,0,2,0,0,0,0,0,10,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,2,0,0,12,0,0,0,0,0,0,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,0,0,0,14,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,14,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,0,0,0,5,0,0,0,0,0,10,0
AitP,7/01/16,1300,METexc,Metrosideros excelsa,1,1,1,12,0,0,0,0,0,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,15,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,15,0
AitP,7/01/16,1100,METexc,Metrosideros excelsa,1,1,2,12,0,0,0,0,0,0,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,15,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,16,0,0,1,0,1,0,0
AitP,14/01/16,900,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,20,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,20,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,20,0
AitP,20/01/16,1500,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,20,0
AitP,4/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,20,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,0,0,0,1,0,0,0,0,0,20,0
AitP,20/01/16,900,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,20,0
AitP,14/01/16,1300,METexc,Metrosideros excelsa,1,4,0,3,0,0,0,0,0,15,0
AitP,4/01/16,900,METexc,Metrosideros excelsa,11,1,0,14,0,1,0,0,0,0,0
AitP,4/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,28,0
AitP,20/01/16,1100,METexc,Metrosideros excelsa,0,1,0,0,0,0,0,0,0,30,0
AitP,14/01/16,1500,METexc,Metrosideros excelsa,4,0,0,1,0,0,0,0,0,30,0
AitP,20/01/16,1300,METexc,Metrosideros excelsa,0,0,0,0,0,0,0,0,0,35,0
AitP,9/02/16,900,METper,Metrosideros perforata,0,0,0,1,0,0,0,0,0,0,0
AitP,9/02/16,1100,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,METper,Metrosideros perforata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,METper,Metrosideros perforata,0,0,0,1,0,0,0,0,0,0,0
AitP,26/02/16,1300,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,900,METper,Metrosideros perforata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,METper,Metrosideros perforata,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,METper,Metrosideros perforata,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,METper,Metrosideros perforata,1,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,METper,Metrosideros perforata,1,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,METper,Metrosideros perforata,2,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,METper,Metrosideros perforata,1,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,METper,Metrosideros perforata,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,METper,Metrosideros perforata,1,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,METper,Metrosideros perforata,0,1,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1300,METper,Metrosideros perforata,1,0,0,0,0,1,0,0,0,0,0
AitP,30/01/16,1500,METper,Metrosideros perforata,0,0,1,0,0,1,0,0,0,0,0
AitP,30/01/16,1500,METper,Metrosideros perforata,1,1,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,METper,Metrosideros perforata,3,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,1300,METper,Metrosideros perforata,3,1,3,1,0,0,0,0,0,0,0
AitP,30/01/16,1100,METper,Metrosideros perforata,3,1,4,1,0,0,0,0,0,0,0
AitP,30/01/16,1500,METper,Metrosideros perforata,5,1,3,1,0,0,0,0,0,0,0
AitP,9/02/16,1100,MYRaus,Myrsine australis,0,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,MYRaus,Myrsine australis,0,0,0,0,0,0,0,0,0,0,1
AitP,20/01/16,1300,MYRaus,Myrsine australis,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,1500,MYRaus,Myrsine australis,0,0,0,0,0,0,0,0,0,0,1
AitP,9/02/16,900,OLEfur,Olearia furfuracea,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,OLEfur,Olearia furfuracea,0,0,0,0,1,0,0,0,0,0,0
AitP,12/02/16,900,OLEfur,Olearia furfuracea,0,0,0,0,0,1,0,0,0,0,0
AitP,12/02/16,1100,OLEfur,Olearia furfuracea,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,900,OLEfur,Olearia furfuracea,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,OLEfur,Olearia furfuracea,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,OLEfur,Olearia furfuracea,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,OLEfur,Olearia furfuracea,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1300,OLEfur,Olearia furfuracea,1,0,0,0,0,1,0,0,0,0,0
AitP,4/01/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,1,0,0,0,0
AitP,4/01/16,1500,PHOcoo,Phormium cookianum,0,0,0,0,0,0,1,0,0,0,0
AitP,7/01/16,900,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,PHOcoo,Phormium cookianum,0,0,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,1100,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,900,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,PHOcoo,Phormium cookianum,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1100,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,PHOcoo,Phormium cookianum,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHOcoo,Phormium cookianum,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,1,0
AitP,4/01/16,1300,PHOcoo,Phormium cookianum,1,0,0,0,0,0,0,0,0,1,0
AitP,4/01/16,1300,PHOcoo,Phormium cookianum,1,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1500,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHOcoo,Phormium cookianum,1,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOcoo,Phormium cookianum,0,2,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,PHOcoo,Phormium cookianum,1,0,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,PHOcoo,Phormium cookianum,2,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,2,0
AitP,14/01/16,1300,PHOcoo,Phormium cookianum,0,1,1,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,0,2
AitP,4/01/16,900,PHOcoo,Phormium cookianum,3,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,900,PHOcoo,Phormium cookianum,3,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,PHOcoo,Phormium cookianum,1,0,1,0,0,0,1,0,0,0,0
AitP,4/01/16,1500,PHOcoo,Phormium cookianum,2,0,1,0,0,0,0,0,0,0,0
AitP,4/01/16,1500,PHOcoo,Phormium cookianum,3,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHOcoo,Phormium cookianum,1,1,0,0,0,1,0,0,0,0,0
AitP,13/02/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,3,0
AitP,14/01/16,1300,PHOcoo,Phormium cookianum,0,1,0,0,0,0,0,0,0,2,0
AitP,14/01/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,1,0,0,2,0
AitP,26/02/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,3,0
AitP,4/01/16,900,PHOcoo,Phormium cookianum,3,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,4,0
AitP,4/01/16,900,PHOcoo,Phormium cookianum,3,0,0,1,0,0,0,0,0,1,0
AitP,9/02/16,1500,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,6,0
AitP,13/02/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,1,0,0,5,0
AitP,12/02/16,900,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,7,0
AitP,12/02/16,1500,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,8,0
AitP,12/02/16,1100,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,10,0
AitP,9/02/16,1300,PHOcoo,Phormium cookianum,0,0,0,0,0,0,0,0,0,15,0
AitP,4/01/16,1300,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHOten,Phormium tenax,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,PHOten,Phormium tenax,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,PHOten,Phormium tenax,0,0,1,0,0,0,0,0,0,0,0
AitP,4/01/16,900,PHOten,Phormium tenax,2,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,900,PHOten,Phormium tenax,2,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHOten,Phormium tenax,1,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHOten,Phormium tenax,2,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,PHOten,Phormium tenax,0,0,1,0,0,0,0,0,0,1,0
AitP,14/01/16,1500,PHOten,Phormium tenax,0,1,0,1,0,0,0,0,0,0,0
AitP,20/01/16,900,PHOten,Phormium tenax,1,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,PHOten,Phormium tenax,2,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1500,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,2,0
AitP,14/01/16,900,PHOten,Phormium tenax,0,0,0,0,0,0,0,0,0,3,0
AitP,20/01/16,1100,PHOten,Phormium tenax,3,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHOten,Phormium tenax,2,0,1,0,0,0,0,0,0,0,0
